    0.10354E-01    0.16528E+05
    0.10564E-01    0.16614E+05
    0.10777E-01    0.16696E+05
    0.10995E-01    0.16775E+05
    0.11217E-01    0.16850E+05
    0.11443E-01    0.16920E+05
    0.11675E-01    0.16987E+05
    0.11910E-01    0.17048E+05
    0.12151E-01    0.17106E+05
    0.12397E-01    0.17158E+05
    0.12647E-01    0.17205E+05
    0.12902E-01    0.17248E+05
    0.13163E-01    0.17285E+05
    0.13429E-01    0.17317E+05
    0.13700E-01    0.17344E+05
    0.13977E-01    0.17365E+05
    0.14259E-01    0.17381E+05
    0.14547E-01    0.17390E+05
    0.14841E-01    0.17392E+05
    0.15141E-01    0.17387E+05
    0.15447E-01    0.17374E+05
    0.15759E-01    0.17355E+05
    0.16077E-01    0.17331E+05
    0.16402E-01    0.17303E+05
    0.16734E-01    0.17272E+05
    0.17072E-01    0.17239E+05
    0.17416E-01    0.17200E+05
    0.17768E-01    0.17155E+05
    0.18127E-01    0.17102E+05
    0.18493E-01    0.17039E+05
    0.18867E-01    0.16965E+05
    0.19248E-01    0.16880E+05
    0.19637E-01    0.16785E+05
    0.20034E-01    0.16679E+05
    0.20438E-01    0.16564E+05
    0.20851E-01    0.16439E+05
    0.21272E-01    0.16307E+05
    0.21702E-01    0.16166E+05
    0.22141E-01    0.16019E+05
    0.22588E-01    0.15866E+05
    0.23044E-01    0.15708E+05
    0.23510E-01    0.15545E+05
    0.23985E-01    0.15376E+05
    0.24469E-01    0.15202E+05
    0.24964E-01    0.15023E+05
    0.25468E-01    0.14839E+05
    0.25982E-01    0.14649E+05
    0.26507E-01    0.14453E+05
    0.27043E-01    0.14251E+05
    0.27589E-01    0.14042E+05
    0.28146E-01    0.13828E+05
    0.28715E-01    0.13608E+05
    0.29295E-01    0.13384E+05
    0.29887E-01    0.13155E+05
    0.30490E-01    0.12923E+05
    0.31106E-01    0.12687E+05
    0.31735E-01    0.12450E+05
    0.32376E-01    0.12211E+05
    0.33030E-01    0.11972E+05
    0.33697E-01    0.11733E+05
    0.34378E-01    0.11495E+05
    0.35072E-01    0.11258E+05
    0.35781E-01    0.11023E+05
    0.36504E-01    0.10790E+05
    0.37241E-01    0.10560E+05
    0.37993E-01    0.10333E+05
    0.38761E-01    0.10109E+05
    0.39544E-01    0.98893E+04
    0.40343E-01    0.96736E+04
    0.41158E-01    0.94623E+04
    0.41989E-01    0.92559E+04
    0.42838E-01    0.90554E+04
    0.43703E-01    0.88615E+04
    0.44586E-01    0.86748E+04
    0.45486E-01    0.84959E+04
    0.46405E-01    0.83250E+04
    0.47343E-01    0.81620E+04
    0.48299E-01    0.80067E+04
    0.49275E-01    0.78589E+04
    0.50270E-01    0.77185E+04
    0.51286E-01    0.75850E+04
    0.52322E-01    0.74579E+04
    0.53379E-01    0.73368E+04
    0.54457E-01    0.72212E+04
    0.55557E-01    0.71106E+04
    0.56680E-01    0.70043E+04
    0.57825E-01    0.69020E+04
    0.58993E-01    0.68029E+04
    0.60184E-01    0.67064E+04
    0.61400E-01    0.66116E+04
    0.62641E-01    0.65174E+04
    0.63906E-01    0.64229E+04
    0.65197E-01    0.63269E+04
    0.66514E-01    0.62280E+04
    0.67858E-01    0.61249E+04
    0.69229E-01    0.60170E+04
    0.70627E-01    0.59050E+04
    0.72054E-01    0.57896E+04
    0.73510E-01    0.56711E+04
    0.74994E-01    0.55469E+04
    0.76509E-01    0.54145E+04
    0.78055E-01    0.52724E+04
    0.79632E-01    0.51221E+04
    0.81241E-01    0.49660E+04
    0.82882E-01    0.48059E+04
    0.84556E-01    0.46427E+04
